energy,dos
-52.794,0.0
-52.788,0.0
-52.782,0.0
-52.776,0.0
-52.77,0.0
-52.764,0.0
-52.758,0.0
-52.752,0.0
-52.746,0.0
-52.74,0.0
-52.734,0.0
-52.728,0.0
-52.722,0.0
-52.716,0.0
-52.71,0.0
-52.704,0.0
-52.698,0.0
-52.692,0.0
-52.686,0.0
-52.68,0.0
-52.674,0.0
-52.668,0.0
-52.662,0.0
-52.656,0.0
-52.65,0.0
-52.644,0.0
-52.638,0.0
-52.632,0.0
-52.626,0.0
-52.62,0.0
-52.614,0.0
-52.608,0.0
-52.602,0.0
-52.596,0.0
-52.59,0.0
-52.584,0.0
-52.578,0.0
-52.572,0.0
-52.566,0.0
-52.56,0.0
-52.554,0.0
-52.548,0.0
-52.542,0.0
-52.536,0.0
-52.53,0.0
-52.524,0.0
-52.518,0.0
-52.512,0.0
-52.506,0.0
-52.5,0.0
-52.494,0.0
-52.488,0.0
-52.482,0.0
-52.476,0.0
-52.47,0.0
-52.464,0.0
-52.458,0.0
-52.452,0.0
-52.446,0.0
-52.44,0.0
-52.434,0.0
-52.428,0.0
-52.422,0.0
-52.416,0.0
-52.41,0.0
-52.404,0.0
-52.398,0.0
-52.392,0.0
-52.386,0.0
-52.38,0.0
-52.374,0.0
-52.368,0.0
-52.362,0.0
-52.356,0.0
-52.35,0.0
-52.344,0.0
-52.338,0.0
-52.332,0.0
-52.326,0.0
-52.32,0.0
-52.314,0.0
-52.308,0.0
-52.302,0.0
-52.296,0.0
-52.29,0.0
-52.284,0.0
-52.278,0.0
-52.272,0.0
-52.266,0.0
-52.26,0.0
-52.254,0.0
-52.248,0.0
-52.242,0.0
-52.236,0.0
-52.23,0.0
-52.224,0.0
-52.218,0.0
-52.212,0.0
-52.206,0.0
-52.2,0.0
-52.194,0.0
-52.188,0.0
-52.182,0.0
-52.176,0.0
-52.17,0.0
-52.164,0.0
-52.158,0.0
-52.152,0.0
-52.146,0.0
-52.14,0.0
-52.134,0.0
-52.128,0.0
-52.122,0.0
-52.116,0.0
-52.11,0.0
-52.104,0.0
-52.098,0.0
-52.092,0.0
-52.086,0.0
-52.08,0.0
-52.074,0.0
-52.068,0.0
-52.062,0.0
-52.056,0.0
-52.05,0.0
-52.044,0.0
-52.038,0.0
-52.032,0.0
-52.026,0.0
-52.02,0.0
-52.014,0.0
-52.008,0.0
-52.002,0.0
-51.996,0.0
-51.99,0.0
-51.984,0.0
-51.978,0.0
-51.972,0.0
-51.966,0.0
-51.96,0.0
-51.954,0.0
-51.948,0.0
-51.942,0.0
-51.936,0.0
-51.93,0.0
-51.924,0.0
-51.918,0.0
-51.912,0.0
-51.906,0.0
-51.9,0.0
-51.894,0.0
-51.888,0.0
-51.882,0.0
-51.876,0.0
-51.87,0.0
-51.864,0.0
-51.858,0.0
-51.852,0.0
-51.846,0.0
-51.84,0.0
-51.834,0.0
-51.828,0.0
-51.822,0.0
-51.816,0.0
-51.81,0.0
-51.804,0.0
-51.798,0.0
-51.792,0.0
-51.786,0.0
-51.78,0.0
-51.774,0.0
-51.768,0.0
-51.762,0.0
-51.756,0.0
-51.75,0.0
-51.744,0.0
-51.738,0.0
-51.732,0.0
-51.726,0.0
-51.72,0.0
-51.714,0.0
-51.708,0.0
-51.702,0.0
-51.696,0.0
-51.69,0.0
-51.684,0.0
-51.678,0.0
-51.672,0.0
-51.666,0.0
-51.66,0.0
-51.654,0.0
-51.648,0.0
-51.642,0.0
-51.636,0.0
-51.63,0.0
-51.624,0.0
-51.618,0.0
-51.612,0.0
-51.606,0.0
-51.6,0.0
-51.594,0.0
-51.588,0.0
-51.582,0.0
-51.576,0.0
-51.57,0.0
-51.564,0.0
-51.558,0.0
-51.552,0.0
-51.546,0.0
-51.54,0.0
-51.534,0.0
-51.528,0.0
-51.522,0.0
-51.516,0.0
-51.51,0.0
-51.504,0.0
-51.498,0.0
-51.492,0.0
-51.486,0.0
-51.48,0.0
-51.474,0.0
-51.468,0.0
-51.462,0.0
-51.456,0.0
-51.45,0.0
-51.444,0.0
-51.438,0.0
-51.432,0.0
-51.426,0.0
-51.42,0.0
-51.414,0.0
-51.408,0.0
-51.402,0.0
-51.396,0.0
-51.39,0.0
-51.384,0.0
-51.378,0.0
-51.372,0.0
-51.366,0.0
-51.36,0.0
-51.354,0.0
-51.348,0.0
-51.342,0.0
-51.336,0.0
-51.33,0.0
-51.324,0.0
-51.318,0.0
-51.312,0.0
-51.306,0.0
-51.3,0.0
-51.294,0.0
-51.288,0.0
-51.282,0.0
-51.276,0.0
-51.27,0.0
-51.264,0.0
-51.258,0.0
-51.252,0.0
-51.246,0.0
-51.24,0.0
-51.234,0.0
-51.228,0.0
-51.222,0.0
-51.216,0.0
-51.21,0.0
-51.204,0.0
-51.198,0.0
-51.192,0.0
-51.186,0.0
-51.18,0.0
-51.174,0.0
-51.168,0.0
-51.162,0.0
-51.156,0.0
-51.15,0.0
-51.144,0.0
-51.138,0.0
-51.132,0.0
-51.126,0.0
-51.12,0.0
-51.114,0.0
-51.108,0.0
-51.102,0.0
-51.096,0.0
-51.09,0.0
-51.084,0.0
-51.078,0.0
-51.072,0.0
-51.066,0.0
-51.06,0.0
-51.054,0.0
-51.048,0.0
-51.042,0.0
-51.036,0.0
-51.03,0.0
-51.024,0.0
-51.018,0.0
-51.012,0.0
-51.006,0.0
-51.0,0.0
-50.994,0.0
-50.988,0.0
-50.982,0.0
-50.976,0.0
-50.97,0.0
-50.964,0.0
-50.958,0.0
-50.952,0.0
-50.946,0.0
-50.94,0.0
-50.934,0.0
-50.928,0.0
-50.922,0.0
-50.916,0.0
-50.91,0.0
-50.904,0.0
-50.898,0.0
-50.892,0.0
-50.886,0.0
-50.88,0.0
-50.874,0.0
-50.868,0.0
-50.862,0.0
-50.856,0.0
-50.85,0.0
-50.844,0.0
-50.838,0.0
-50.832,0.0
-50.826,0.0
-50.82,0.0
-50.814,0.0
-50.808,0.0
-50.802,0.0
-50.796,0.0
-50.79,0.0
-50.784,0.0
-50.778,0.0
-50.772,0.0
-50.766,0.0
-50.76,0.0
-50.754,0.0
-50.748,0.0
-50.742,0.0
-50.736,0.0
-50.73,0.0
-50.724,0.0
-50.718,0.0
-50.712,0.0
-50.706,0.0
-50.7,0.0
-50.694,0.0
-50.688,0.0
-50.682,0.0
-50.676,0.0
-50.67,0.0
-50.664,0.0
-50.658,0.0
-50.652,0.0
-50.646,0.0
-50.64,0.0
-50.634,0.0
-50.628,0.0
-50.622,0.0
-50.616,0.0
-50.61,0.0
-50.604,0.0
-50.598,0.0
-50.592,0.0
-50.586,0.0
-50.58,0.0
-50.574,0.0
-50.568,0.0
-50.562,0.0
-50.556,0.0
-50.55,0.0
-50.544,0.0
-50.538,0.0
-50.532,0.0
-50.526,0.0
-50.52,0.0
-50.514,0.0
-50.508,0.0
-50.502,0.0
-50.496,0.0
-50.49,0.0
-50.484,0.0
-50.478,0.0
-50.472,0.0
-50.466,0.0
-50.46,0.0
-50.454,0.0
-50.448,0.0
-50.442,0.0
-50.436,0.0
-50.43,0.0
-50.424,0.0
-50.418,0.0
-50.412,0.0
-50.406,0.0
-50.4,0.0
-50.394,0.0
-50.388,0.0
-50.382,0.0
-50.376,0.0
-50.37,0.0
-50.364,0.0
-50.358,0.0
-50.352,0.0
-50.346,0.0
-50.34,0.0
-50.334,0.0
-50.328,0.0
-50.322,0.0
-50.316,0.0
-50.31,0.0
-50.304,0.0
-50.298,0.0
-50.292,0.0
-50.286,0.0
-50.28,0.0
-50.274,0.0
-50.268,0.0
-50.262,0.0
-50.256,0.0
-50.25,0.0
-50.244,0.0
-50.238,0.0
-50.232,0.0
-50.226,0.0
-50.22,0.0
-50.214,0.0
-50.208,0.0
-50.202,0.0
-50.196,0.0
-50.19,0.0
-50.184,0.0
-50.178,0.0
-50.172,0.0
-50.166,0.0
-50.16,0.0
-50.154,0.0
-50.148,0.0
-50.142,0.0
-50.136,0.0
-50.13,0.0
-50.124,0.0
-50.118,0.0
-50.112,0.0
-50.106,0.0
-50.1,0.0
-50.094,0.0
-50.088,0.0
-50.082,0.0
-50.076,0.0
-50.07,0.0
-50.064,0.0
-50.058,0.0
-50.052,0.0
-50.046,0.0
-50.04,0.0
-50.034,0.0
-50.028,0.0
-50.022,0.0
-50.016,0.0
-50.01,0.0
-50.004,0.0
-49.998,0.0
-49.992,0.0
-49.986,0.0
-49.98,0.0
-49.974,0.0
-49.968,0.0
-49.962,0.0
-49.956,0.0
-49.95,0.0
-49.944,0.0
-49.938,0.0
-49.932,0.0
-49.926,0.0
-49.92,0.0
-49.914,0.0
-49.908,0.0
-49.902,0.0
-49.896,0.0
-49.89,0.0
-49.884,0.0
-49.878,0.0
-49.872,0.0
-49.866,0.0
-49.86,0.0
-49.854,0.0
-49.848,0.0
-49.842,0.0
-49.836,0.0
-49.83,0.0
-49.824,0.0
-49.818,0.0
-49.812,0.0
-49.806,0.0
-49.8,0.0
-49.794,0.0
-49.788,0.0
-49.782,0.0
-49.776,0.0
-49.77,0.0
-49.764,0.0
-49.758,0.0
-49.752,0.0
-49.746,0.0
-49.74,0.0
-49.734,0.0
-49.728,0.0
-49.722,0.0
-49.716,0.0
-49.71,0.0
-49.704,0.0
-49.698,0.0
-49.692,0.0
-49.686,0.0
-49.68,0.0
-49.674,0.0
-49.668,0.0
-49.662,0.0
-49.656,0.0
-49.65,0.0
-49.644,0.0
-49.638,0.0
-49.632,0.0
-49.626,0.0
-49.62,0.0
-49.614,0.0
-49.608,0.0
-49.602,0.0
-49.596,0.0
-49.59,0.0
-49.584,0.0
-49.578,0.0
-49.572,0.0
-49.566,0.0
-49.56,0.0
-49.554,0.0
-49.548,0.0
-49.542,0.0
-49.536,0.0
-49.53,0.0
-49.524,0.0
-49.518,0.0
-49.512,0.0
-49.506,0.0
-49.5,0.0
-49.494,0.0
-49.488,0.0
-49.482,0.0
-49.476,0.0
-49.47,0.0
-49.464,0.0
-49.458,0.0
-49.452,0.0
-49.446,0.0
-49.44,0.0
-49.434,0.0
-49.428,0.0
-49.422,0.0
-49.416,0.0
-49.41,0.0
-49.404,0.0
-49.398,0.0
-49.392,0.0
-49.386,0.0
-49.38,0.0
-49.374,0.0
-49.368,0.0
-49.362,0.0
-49.356,0.0
-49.35,0.0
-49.344,0.0
-49.338,0.0
-49.332,0.0
-49.326,0.0
-49.32,0.0
-49.314,0.0
-49.308,0.0
-49.302,0.0
-49.296,0.0
-49.29,0.0
-49.284,0.0
-49.278,0.0
-49.272,0.0
-49.266,0.0
-49.26,0.0
-49.254,0.0
-49.248,0.0
-49.242,0.0
-49.236,0.0
-49.23,0.0
-49.224,0.0
-49.218,0.0
-49.212,0.0
-49.206,0.0
-49.2,0.0
-49.194,0.0
-49.188,0.0
-49.182,0.0
-49.176,0.0
-49.17,0.0
-49.164,0.0
-49.158,0.0
-49.152,0.0
-49.146,0.0
-49.14,0.0
-49.134,0.0
-49.128,0.0
-49.122,0.0
-49.116,0.0
-49.11,0.0
-49.104,0.0
-49.098,0.0
-49.092,0.0
-49.086,0.0
-49.08,0.0
-49.074,0.0
-49.068,0.0
-49.062,0.0
-49.056,0.0
-49.05,0.0
-49.044,0.0
-49.038,0.0
-49.032,0.0
-49.026,0.0
-49.02,0.0
-49.014,0.0
-49.008,0.0
-49.002,0.0
-48.996,0.0
-48.99,0.0
-48.984,0.0
-48.978,0.0
-48.972,0.0
-48.966,0.0
-48.96,0.0
-48.954,0.0
-48.948,0.0
-48.942,0.0
-48.936,0.0
-48.93,0.0
-48.924,0.0
-48.918,0.0
-48.912,0.0
-48.906,0.0
-48.9,0.0
-48.894,0.0
-48.888,0.0
-48.882,0.0
-48.876,0.0
-48.87,0.0
-48.864,0.0
-48.858,0.0
-48.852,0.0
-48.846,0.0
-48.84,0.0
-48.834,0.0
-48.828,0.0
-48.822,0.0
-48.816,0.0
-48.81,0.0
-48.804,0.0
-48.798,0.0
-48.792,0.0
-48.786,0.0
-48.78,0.0
-48.774,0.0
-48.768,0.0
-48.762,0.0
-48.756,0.0
-48.75,0.0
-48.744,0.0
-48.738,0.0
-48.732,0.0
-48.726,0.0
-48.72,0.0
-48.714,0.0
-48.708,0.0
-48.702,0.0
-48.696,0.0
-48.69,0.0
-48.684,0.0
-48.678,0.0
-48.672,0.0
-48.666,0.0
-48.66,0.0
-48.654,0.0
-48.648,0.0
-48.642,0.0
-48.636,0.0
-48.63,0.0
-48.624,0.0
-48.618,0.0
-48.612,0.0
-48.606,0.0
-48.6,0.0
-48.594,0.0
-48.588,0.0
-48.582,0.0
-48.576,0.0
-48.57,0.0
-48.564,0.0
-48.558,0.0
-48.552,0.0
-48.546,0.0
-48.54,0.0
-48.534,0.0
-48.528,0.0
-48.522,0.0
-48.516,0.0
-48.51,0.0
-48.504,0.0
-48.498,0.0
-48.492,0.0
-48.486,0.0
-48.48,0.0
-48.474,0.0
-48.468,0.0
-48.462,0.0
-48.456,0.0
-48.45,0.0
-48.444,0.0
-48.438,0.0
-48.432,0.0
-48.426,0.0
-48.42,0.0
-48.414,0.0
-48.408,0.0
-48.402,0.0
-48.396,0.0
-48.39,0.0
-48.384,0.0
-48.378,0.0
-48.372,0.0
-48.366,0.0
-48.36,0.0
-48.354,0.0
-48.348,0.0
-48.342,0.0
-48.336,0.0
-48.33,0.0
-48.324,0.0
-48.318,0.0
-48.312,0.0
-48.306,0.0
-48.3,0.0
-48.294,0.0
-48.288,0.0
-48.282,0.0
-48.276,0.0
-48.27,0.0
-48.264,0.0
-48.258,0.0
-48.252,0.0
-48.246,0.0
-48.24,0.0
-48.234,0.0
-48.228,0.0
-48.222,0.0
-48.216,0.0
-48.21,0.0
-48.204,0.0
-48.198,0.0
-48.192,0.0
-48.186,0.0
-48.18,0.0
-48.174,0.0
-48.168,0.0
-48.162,0.0
-48.156,0.0
-48.15,0.0
-48.144,0.0
-48.138,0.0
-48.132,0.0
-48.126,0.0
-48.12,0.0
-48.114,0.0
-48.108,0.0
-48.102,0.0
-48.096,0.0
-48.09,0.0
-48.084,0.0
-48.078,0.0
-48.072,0.0
-48.066,0.0
-48.06,0.0
-48.054,0.0
-48.048,0.0
-48.042,0.0
-48.036,0.0
-48.03,0.0
-48.024,0.0
-48.018,0.0
-48.012,0.0
-48.006,0.0
-48.0,0.0
-47.994,0.0
-47.988,0.0
-47.982,0.0
-47.976,0.0
-47.97,0.0
-47.964,0.0
-47.958,0.0
-47.952,0.0
-47.946,0.0
-47.94,0.0
-47.934,0.0
-47.928,0.0
-47.922,0.0
-47.916,0.0
-47.91,0.0
-47.904,0.0
-47.898,0.0
-47.892,0.0
-47.886,0.0
-47.88,0.0
-47.874,0.0
-47.868,0.0
-47.862,0.0
-47.856,0.0
-47.85,0.0
-47.844,0.0
-47.838,0.0
-47.832,0.0
-47.826,0.0
-47.82,0.0
-47.814,0.0
-47.808,0.0
-47.802,0.0
-47.796,0.0
-47.79,0.0
-47.784,0.0
-47.778,0.0
-47.772,0.0
-47.766,0.0
-47.76,0.0
-47.754,0.0
-47.748,0.0
-47.742,0.0
-47.736,0.0
-47.73,0.0
-47.724,0.0
-47.718,0.0
-47.712,0.0
-47.706,0.0
-47.7,0.0
-47.694,0.0
-47.688,0.0
-47.682,0.0
-47.676,0.0
-47.67,0.0
-47.664,0.0
-47.658,0.0
-47.652,0.0
-47.646,0.0
-47.64,0.0
-47.634,0.0
-47.628,0.0
-47.622,0.0
-47.616,0.0
-47.61,0.0
-47.604,0.0
-47.598,0.0
-47.592,0.0
-47.586,0.0
-47.58,0.0
-47.574,0.0
-47.568,0.0
-47.562,0.0
-47.556,0.0
-47.55,0.0
-47.544,0.0
-47.538,0.0
-47.532,0.0
-47.526,0.0
-47.52,0.0
-47.514,0.0
-47.508,0.0
-47.502,0.0
-47.496,0.0
-47.49,0.0
-47.484,0.0
-47.478,0.0
-47.472,0.0
-47.466,0.0
-47.46,0.0
-47.454,0.0
-47.448,0.0
-47.442,0.0
-47.436,0.0
-47.43,0.0
-47.424,0.0
-47.418,0.0
-47.412,0.0
-47.406,0.0
-47.4,0.0
-47.394,0.0
-47.388,0.0
-47.382,0.0
-47.376,0.0
-47.37,0.0
-47.364,0.0
-47.358,0.0
-47.352,0.0
-47.346,0.0
-47.34,0.0
-47.334,0.0
-47.328,0.0
-47.322,0.0
-47.316,0.0
-47.31,0.0
-47.304,0.0
-47.298,0.0
-47.292,0.0
-47.286,0.0
-47.28,0.0
-47.274,0.0
-47.268,0.0
-47.262,0.0
-47.256,0.0
-47.25,0.0
-47.244,0.0
-47.238,0.0
-47.232,0.0
-47.226,0.0
-47.22,0.0
-47.214,0.0
-47.208,0.0
-47.202,0.0
-47.196,0.0
-47.19,0.0
-47.184,0.0
-47.178,0.0
-47.172,0.0
-47.166,0.0
-47.16,0.0
-47.154,0.0
-47.148,0.0
-47.142,0.0
-47.136,0.0
-47.13,0.0
-47.124,0.0
-47.118,0.0
-47.112,0.0
-47.106,0.0
-47.1,0.0
-47.094,0.0
-47.088,0.0
-47.082,0.0
-47.076,0.0
-47.07,0.0
-47.064,0.0
-47.058,0.0
-47.052,0.0
-47.046,0.0
-47.04,0.0
-47.034,0.0
-47.028,0.0
-47.022,0.0
-47.016,0.0
-47.01,0.0
-47.004,0.0
-46.998,0.0
-46.992,0.0
-46.986,0.0
-46.98,0.0
-46.974,0.0
-46.968,0.0
-46.962,0.0
-46.956,0.0
-46.95,0.0
-46.944,0.0
-46.938,0.0
-46.932,0.0
-46.926,0.0
-46.92,0.0
-46.914,0.0
-46.908,0.0
-46.902,0.0
-46.896,0.0
-46.89,0.0
-46.884,0.0
-46.878,0.0
-46.872,0.0
-46.866,0.0
-46.86,0.0
-46.854,0.0
-46.848,0.0
-46.842,0.0
-46.836,0.0
-46.83,0.0
-46.824,0.0
-46.818,0.0
-46.812,0.0
-46.806,0.0
-46.8,0.0
-46.794,0.0
-46.788,0.0
-46.782,0.0
-46.776,0.0
-46.77,0.0
-46.764,0.0
-46.758,0.0
-46.752,0.0
-46.746,0.0
-46.74,0.0
-46.734,0.0
-46.728,0.0
-46.722,0.0
-46.716,0.0
-46.71,0.0
-46.704,0.0
-46.698,0.0
-46.692,0.0
-46.686,0.0
-46.68,0.0
-46.674,0.0
-46.668,0.0
-46.662,0.0
-46.656,0.0
-46.65,0.0
-46.644,0.0
-46.638,0.0
-46.632,0.0
-46.626,0.0
-46.62,0.0
-46.614,0.0
-46.608,0.0
-46.602,0.0
-46.596,0.0
-46.59,0.0
-46.584,0.0
-46.578,0.0
-46.572,0.0
-46.566,0.0
-46.56,0.0
-46.554,0.0
-46.548,0.0
-46.542,0.0
-46.536,0.0
-46.53,0.0
-46.524,0.0
-46.518,0.0
-46.512,0.0
-46.506,0.0
-46.5,0.0
-46.494,0.0
-46.488,0.0
-46.482,0.0
-46.476,0.0
-46.47,0.0
-46.464,0.0
-46.458,0.0
-46.452,0.0
-46.446,0.0
-46.44,0.0
-46.434,0.0
-46.428,0.0
-46.422,0.0
-46.416,0.0
-46.41,0.0
-46.404,0.0
-46.398,0.0
-46.392,0.0
-46.386,0.0
-46.38,0.0
-46.374,0.0
-46.368,0.0
-46.362,0.0
-46.356,0.0
-46.35,0.0
-46.344,0.0
-46.338,0.0
-46.332,0.0
-46.326,0.0
-46.32,0.0
-46.314,0.0
-46.308,0.0
-46.302,0.0
-46.296,0.0
-46.29,0.0
-46.284,0.0
-46.278,0.0
-46.272,0.0
-46.266,0.0
-46.26,0.0
-46.254,0.0
-46.248,0.0
-46.242,0.0
-46.236,0.0
-46.23,0.0
-46.224,0.0
-46.218,0.0
-46.212,0.0
-46.206,0.0
-46.2,0.0
-46.194,0.0
-46.188,0.0
-46.182,0.0
-46.176,0.0
-46.17,0.0
-46.164,0.0
-46.158,0.0
-46.152,0.0
-46.146,0.0
-46.14,0.0
-46.134,0.0
-46.128,0.0
-46.122,0.0
-46.116,0.0
-46.11,0.0
-46.104,0.0
-46.098,0.0
-46.092,0.0
-46.086,0.0
-46.08,0.0
-46.074,0.0
-46.068,0.0
-46.062,0.0
-46.056,0.0
-46.05,0.0
-46.044,0.0
-46.038,0.0
-46.032,0.0
-46.026,0.0
-46.02,0.0
-46.014,0.0
-46.008,0.0
-46.002,0.0
-45.996,0.0
-45.99,0.0
-45.984,0.0
-45.978,0.0
-45.972,0.0
-45.966,0.0
-45.96,0.0
-45.954,0.0
-45.948,0.0
-45.942,0.0
-45.936,0.0
-45.93,0.0
-45.924,0.0
-45.918,0.0
-45.912,0.0
-45.906,0.0
-45.9,0.0
-45.894,0.0
-45.888,0.0
-45.882,0.0
-45.876,0.0
-45.87,0.0
-45.864,0.0
-45.858,0.0
-45.852,0.0
-45.846,0.0
-45.84,0.0
-45.834,0.0
-45.828,0.0
-45.822,0.0
-45.816,0.0
-45.81,0.0
-45.804,0.0
-45.798,0.0
-45.792,0.0
-45.786,0.0
-45.78,0.0
-45.774,0.0
-45.768,0.0
-45.762,0.0
-45.756,0.0
-45.75,0.0
-45.744,0.0
-45.738,0.0
-45.732,0.0
-45.726,0.0
-45.72,0.0
-45.714,0.0
-45.708,0.0
-45.702,0.0
-45.696,0.0
-45.69,0.0
-45.684,0.0
-45.678,0.0
-45.672,0.0
-45.666,0.0
-45.66,0.0
-45.654,0.0
-45.648,0.0
-45.642,0.0
-45.636,0.0
-45.63,0.0
-45.624,0.0
-45.618,0.0
-45.612,0.0
-45.606,0.0
-45.6,0.0
-45.594,0.0
-45.588,0.0
-45.582,0.0
-45.576,0.0
-45.57,0.0
-45.564,0.0
-45.558,0.0
-45.552,0.0
-45.546,0.0
-45.54,0.0
-45.534,0.0
-45.528,0.0
-45.522,0.0
-45.516,0.0
-45.51,0.0
-45.504,0.0
-45.498,0.0
-45.492,0.0
-45.486,0.0
-45.48,0.0
-45.474,0.0
-45.468,0.0
-45.462,0.0
-45.456,0.0
-45.45,0.0
-45.444,0.0
-45.438,0.0
-45.432,0.0
-45.426,0.0
-45.42,0.0
-45.414,0.0
-45.408,0.0
-45.402,0.0
-45.396,0.0
-45.39,0.0
-45.384,0.0
-45.378,0.0
-45.372,0.0
-45.366,0.0
-45.36,0.0
-45.354,0.0
-45.348,0.0
-45.342,0.0
-45.336,0.0
-45.33,0.0
-45.324,0.0
-45.318,0.0
-45.312,0.0
-45.306,0.0
-45.3,0.0
-45.294,0.0
-45.288,0.0
-45.282,0.0
-45.276,0.0
-45.27,0.0
-45.264,0.0
-45.258,0.0
-45.252,0.0
-45.246,0.0
-45.24,0.0
-45.234,0.0
-45.228,0.0
-45.222,0.0
-45.216,0.0
-45.21,0.0
-45.204,0.0
-45.198,0.0
-45.192,0.0
-45.186,0.0
-45.18,0.0
-45.174,0.0
-45.168,0.0
-45.162,0.0
-45.156,0.0
-45.15,0.0
-45.144,0.0
-45.138,0.0
-45.132,0.0
-45.126,0.0
-45.12,0.0
-45.114,0.0
-45.108,0.0
-45.102,0.0
-45.096,0.0
-45.09,0.0
-45.084,0.0
-45.078,0.0
-45.072,0.0
-45.066,0.0
-45.06,0.0
-45.054,0.0
-45.048,0.0
-45.042,0.0
-45.036,0.0
-45.03,0.0
-45.024,0.0
-45.018,0.0
-45.012,0.0
-45.006,0.0
-45.0,0.0
-44.994,0.0
-44.988,0.0
-44.982,0.0
-44.976,0.0
-44.97,0.0
-44.964,0.0
-44.958,0.0
-44.952,0.0
-44.946,0.0
-44.94,0.0
-44.934,0.0
-44.928,0.0
-44.922,0.0
-44.916,0.0
-44.91,0.0
-44.904,0.0
-44.898,0.0
-44.892,0.0
-44.886,0.0
-44.88,0.0
-44.874,0.0
-44.868,0.0
-44.862,0.0
-44.856,0.0
-44.85,0.0
-44.844,0.0
-44.838,0.0
-44.832,0.0
-44.826,0.0
-44.82,0.0
